Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed,,
07/28/2021,Albany,36,"25,001","1,072","762,904",,
07/29/2021,Albany,26,"25,027",639,"763,543",,
07/30/2021,Albany,32,"25,059",836,"764,379",,
07/31/2021,Albany,26,"25,085",698,"765,077",,
08/01/2021,Albany,22,"25,107",536,"765,613",,
08/02/2021,Albany,49,"25,156",733,"766,346",,
08/03/2021,Albany,44,"25,200",907,"767,253",,
08/04/2021,Albany,37,"25,237","1,086","768,339",,
08/05/2021,Albany,60,"25,297","1,196","769,535",,
08/06/2021,Albany,79,"25,376","1,286","770,821",,
08/07/2021,Albany,34,"25,410",872,"771,693",,
08/08/2021,Albany,58,"25,468",797,"772,490",,
08/09/2021,Albany,42,"25,510",788,"773,278",,
08/10/2021,Albany,55,"25,565","1,216","774,494",,
08/11/2021,Albany,42,"25,607","1,744","776,238",,
08/12/2021,Albany,63,"25,670","1,468","777,706",,
08/13/2021,Albany,71,"25,741","1,366","779,072",,
08/14/2021,Albany,67,"25,808","1,217","780,289",,
08/15/2021,Albany,39,"25,847",832,"781,121",,
08/16/2021,Albany,56,"25,903","1,044","782,165",,
08/17/2021,Albany,62,"25,965","1,354","783,519",,
08/18/2021,Albany,52,"26,017","1,874","785,393",,
08/19/2021,Albany,72,"26,089","2,173","787,566",,
08/20/2021,Albany,82,"26,171","2,154","789,720",,
08/21/2021,Albany,60,"26,231","1,343","791,063",,
08/22/2021,Albany,42,"26,273",952,"792,015",,
08/23/2021,Albany,46,"26,319",731,"792,746",,
08/24/2021,Albany,63,"26,382","1,271","794,017",,
08/25/2021,Albany,66,"26,448","1,779","795,796",,
08/26/2021,Albany,121,"26,569","2,257","798,053",,
08/27/2021,Albany,90,"26,659","2,026","800,079",,
08/28/2021,Albany,73,"26,732","1,261","801,340",,
08/29/2021,Albany,67,"26,799","1,107","802,447",,
08/30/2021,Albany,62,"26,861","1,016","803,463",,
08/31/2021,Albany,64,"26,925","1,798","805,261",,
09/01/2021,Albany,95,"27,020","1,724","806,985",,
09/02/2021,Albany,89,"27,109","1,975","808,960",,
09/03/2021,Albany,91,"27,200","1,904","810,864",,
09/04/2021,Albany,52,"27,252","1,523","812,387",,
09/05/2021,Albany,54,"27,306","1,129","813,516",,
09/06/2021,Albany,49,"27,355",727,"814,243",,
09/07/2021,Albany,45,"27,400","1,209","815,452",,
09/08/2021,Albany,81,"27,481","1,685","817,137",,
09/09/2021,Albany,90,"27,571","2,161","819,298",,
09/10/2021,Albany,67,"27,638","1,675","820,973",,
09/11/2021,Albany,67,"27,705","1,823","822,796",,
09/12/2021,Albany,64,"27,769","1,061","823,857",,
09/13/2021,Albany,48,"27,817",803,"824,660",,
09/14/2021,Albany,57,"27,874","1,224","825,884",,
09/15/2021,Albany,130,"28,004","2,545","828,429",,
09/16/2021,Albany,69,"28,073","1,796","830,225",,
09/17/2021,Albany,91,"28,164","1,708","831,933",,
09/18/2021,Albany,75,"28,239","2,316","834,249",,
09/19/2021,Albany,40,"28,279",930,"835,179",,
09/20/2021,Albany,86,"28,365","1,698","836,877",,
09/21/2021,Albany,74,"28,439","1,726","838,603",,
09/22/2021,Albany,74,"28,513","2,733","841,336",,
09/23/2021,Albany,124,"28,637","2,731","844,067",,
09/24/2021,Albany,71,"28,708","1,952","846,019",,
09/25/2021,Albany,70,"28,778","2,254","848,273",,
09/26/2021,Albany,58,"28,836","1,186","849,459",,
09/27/2021,Albany,97,"28,933","1,491","850,950",,
09/28/2021,Albany,93,"29,026","2,891","853,841",,
09/29/2021,Albany,66,"29,092","2,571","856,412",,
09/30/2021,Albany,98,"29,190","2,557","858,969",,
10/01/2021,Albany,79,"29,269","2,394","861,363",,
10/02/2021,Albany,109,"29,378","2,398","863,761",,
10/03/2021,Albany,31,"29,409","1,062","864,823",,
10/04/2021,Albany,66,"29,475","1,748","866,571",,
10/05/2021,Albany,102,"29,577","2,927","869,498",,
10/06/2021,Albany,94,"29,671","2,685","872,183",,
10/07/2021,Albany,102,"29,773","3,053","875,236",,
10/08/2021,Albany,79,"29,852","2,898","878,134",,
10/09/2021,Albany,41,"29,893","1,312","879,446",,
10/10/2021,Albany,100,"29,993","2,768","882,214",,
10/11/2021,Albany,42,"30,035","1,000","883,214",,
10/12/2021,Albany,84,"30,119","2,274","885,488",,
10/13/2021,Albany,95,"30,214","2,585","888,073",,
10/14/2021,Albany,105,"30,319","3,181","891,254",,
10/15/2021,Albany,124,"30,443","3,241","894,495",,
10/16/2021,Albany,67,"30,510","2,570","897,065",,
10/17/2021,Albany,71,"30,581","1,724","898,789",,
10/18/2021,Albany,52,"30,633",800,"899,589",,
10/19/2021,Albany,127,"30,760","2,570","902,159",,
10/20/2021,Albany,78,"30,838","2,678","904,837",,
10/21/2021,Albany,77,"30,915","2,642","907,479",,
10/22/2021,Albany,105,"31,020","3,033","910,512",,
10/23/2021,Albany,54,"31,074","1,884","912,396",,
10/24/2021,Albany,56,"31,130","1,913","914,309",,
10/25/2021,Albany,44,"31,174",923,"915,232",,
10/26/2021,Albany,100,"31,274","2,649","917,881",,
10/27/2021,Albany,99,"31,373","2,829","920,710",,
10/28/2021,Albany,112,"31,485","4,123","924,833",,
10/29/2021,Albany,89,"31,574","2,407","927,240",,
10/30/2021,Albany,75,"31,649","2,509","929,749",,
10/31/2021,Albany,47,"31,696","1,317","931,066",,
11/01/2021,Albany,54,"31,750","1,188","932,254",,
11/02/2021,Albany,71,"31,821","2,129","934,383",,
11/03/2021,Albany,94,"31,915","3,018","937,401",,
11/04/2021,Albany,77,"31,992","2,623","940,024",,
11/05/2021,Albany,86,"32,078","2,053","942,077",,
11/06/2021,Albany,68,"32,146","2,079","944,156",,
11/07/2021,Albany,59,"32,205","1,136","945,292",,
11/08/2021,Albany,87,"32,292","1,443","946,735",,
11/09/2021,Albany,99,"32,391","1,656","948,391",,
11/10/2021,Albany,125,"32,516","3,805","952,196",,
11/11/2021,Albany,90,"32,606","2,166","954,362",,
11/12/2021,Albany,114,"32,720","2,302","956,664",,
11/13/2021,Albany,94,"32,814","2,017","958,681",,
11/14/2021,Albany,60,"32,874","1,219","959,900",,
11/15/2021,Albany,55,"32,929","1,266","961,166",,
11/16/2021,Albany,94,"33,023","1,889","963,055",,
11/17/2021,Albany,179,"33,202","3,096","966,151",,
11/18/2021,Albany,114,"33,316","2,303","968,454",,
11/19/2021,Albany,116,"33,432","1,847","970,301",,
11/20/2021,Albany,104,"33,536","2,657","972,958",,
11/21/2021,Albany,76,"33,612","1,788","974,746",,
11/22/2021,Albany,60,"33,672","1,366","976,112",,
11/23/2021,Albany,104,"33,776","1,964","978,076",,
11/24/2021,Albany,153,"33,929","2,750","980,826",,
11/25/2021,Albany,127,"34,056","2,368","983,194",,
11/26/2021,Albany,60,"34,116",936,"984,130",,
11/27/2021,Albany,105,"34,221","1,334","985,464",,
11/28/2021,Albany,72,"34,293","1,031","986,495",,
11/29/2021,Albany,106,"34,399","1,375","987,870",,
11/30/2021,Albany,184,"34,583","2,650","990,520",,
12/01/2021,Albany,181,"34,764","3,107","993,627",,
12/02/2021,Albany,219,"34,983","3,302","996,929",,
12/03/2021,Albany,176,"35,159","2,545","999,474",,
12/04/2021,Albany,166,"35,325","2,954","1,002,428",,
12/05/2021,Albany,112,"35,437","1,631","1,004,059",,
12/06/2021,Albany,149,"35,586","1,499","1,005,558",,
12/07/2021,Albany,143,"35,729","3,179","1,008,737",,
12/08/2021,Albany,176,"35,905","3,192","1,011,929",,
12/09/2021,Albany,212,"36,117","3,507","1,015,436",,
12/10/2021,Albany,171,"36,288","3,244","1,018,680",,
12/11/2021,Albany,113,"36,401","2,744","1,021,424",,
12/12/2021,Albany,88,"36,489","1,529","1,022,953",,
12/13/2021,Albany,123,"36,612","1,486","1,024,439",,
12/14/2021,Albany,161,"36,773","2,834","1,027,273",,
12/15/2021,Albany,186,"36,959","3,522","1,030,795",,
12/16/2021,Albany,202,"37,161","2,759","1,033,554",,
12/17/2021,Albany,218,"37,379","3,109","1,036,663",,
12/18/2021,Albany,187,"37,566","2,716","1,039,379",,
12/19/2021,Albany,135,"37,701","1,892","1,041,271",,
12/20/2021,Albany,181,"37,882","1,891","1,043,162",,
12/21/2021,Albany,232,"38,114","2,310","1,045,472",,
12/22/2021,Albany,277,"38,391","2,916","1,048,388",,
12/23/2021,Albany,278,"38,669","3,026","1,051,414",,
12/24/2021,Albany,283,"38,952","3,177","1,054,591",,
12/25/2021,Albany,206,"39,158","2,478","1,057,069",,
12/26/2021,Albany,118,"39,276","1,058","1,058,127",,
12/27/2021,Albany,216,"39,492","1,301","1,059,428",,
03/01/2020,Allegany,0,0,0,0,,
03/02/2020,Allegany,0,0,0,0,,
03/03/2020,Allegany,0,0,0,0,,
03/04/2020,Allegany,0,0,0,0,,
03/05/2020,Allegany,0,0,0,0,,
03/06/2020,Allegany,0,0,0,0,,
03/07/2020,Allegany,0,0,0,0,,
03/08/2020,Allegany,0,0,0,0,,
03/09/2020,Allegany,0,0,0,0,,
03/10/2020,Allegany,0,0,0,0,,
03/11/2020,Allegany,0,0,4,4,,
03/12/2020,Allegany,0,0,1,5,,
03/13/2020,Allegany,0,0,0,5,,
03/14/2020,Allegany,0,0,1,6,,
03/15/2020,Allegany,2,2,5,11,,
03/16/2020,Allegany,0,2,1,12,,
03/17/2020,Allegany,0,2,0,12,,
03/18/2020,Allegany,0,2,3,15,,
03/19/2020,Allegany,0,2,2,17,,
03/20/2020,Allegany,0,2,10,27,,
03/21/2020,Allegany,0,2,10,37,,
03/22/2020,Allegany,0,2,39,76,,
03/23/2020,Allegany,0,2,2,78,,
03/24/2020,Allegany,0,2,5,83,,
03/25/2020,Allegany,0,2,6,89,,
03/26/2020,Allegany,0,2,9,98,,
03/27/2020,Allegany,0,2,4,102,,
03/28/2020,Allegany,4,6,12,114,,
03/29/2020,Allegany,1,7,7,121,,
03/30/2020,Allegany,0,7,4,125,,
03/31/2020,Allegany,2,9,10,135,,
04/01/2020,Allegany,3,12,14,149,,
04/02/2020,Allegany,2,14,18,167,,
04/03/2020,Allegany,2,16,13,180,,
04/04/2020,Allegany,0,16,8,188,,
04/05/2020,Allegany,1,17,8,196,,
04/06/2020,Allegany,0,17,3,199,,
04/07/2020,Allegany,4,21,16,215,,
04/08/2020,Allegany,1,22,12,227,,
04/09/2020,Allegany,4,26,21,248,,
04/10/2020,Allegany,0,26,16,264,,
04/11/2020,Allegany,0,26,11,275,,
04/12/2020,Allegany,0,26,5,280,,
04/13/2020,Allegany,2,28,14,294,,
04/14/2020,Allegany,0,28,10,304,,
04/15/2020,Allegany,0,28,8,312,,
04/16/2020,Allegany,1,29,21,333,,
04/17/2020,Allegany,1,30,15,348,,
04/18/2020,Allegany,0,30,7,355,,
04/19/2020,Allegany,0,30,5,360,,
04/20/2020,Allegany,0,30,9,369,,
04/21/2020,Allegany,0,30,10,379,,
04/22/2020,Allegany,0,30,14,393,,
04/23/2020,Allegany,1,31,10,403,,
04/24/2020,Allegany,4,35,61,464,,
04/25/2020,Allegany,0,35,12,476,,
04/26/2020,Allegany,0,35,9,485,,
04/27/2020,Allegany,0,35,14,499,,
04/28/2020,Allegany,0,35,26,525,,
04/29/2020,Allegany,0,35,18,543,,
04/30/2020,Allegany,0,35,20,563,,
05/01/2020,Allegany,0,35,11,574,,
05/02/2020,Allegany,0,35,18,592,,
05/03/2020,Allegany,0,35,14,606,,
05/04/2020,Allegany,0,35,31,637,,
05/05/2020,Allegany,0,35,22,659,,
05/06/2020,Allegany,0,35,40,699,,
05/07/2020,Allegany,0,35,33,732,,
05/08/2020,Allegany,0,35,18,750,,
05/09/2020,Allegany,1,36,20,770,,
05/10/2020,Allegany,2,38,35,805,,
05/11/2020,Allegany,4,42,41,846,,
05/12/2020,Allegany,2,44,39,885,,
05/13/2020,Allegany,0,44,53,938,,
05/14/2020,Allegany,0,44,44,982,,
05/15/2020,Allegany,0,44,27,"1,009",,
05/16/2020,Allegany,0,44,36,"1,045",,
05/17/2020,Allegany,0,44,89,"1,134",,
05/18/2020,Allegany,0,44,28,"1,162",,
05/19/2020,Allegany,0,44,49,"1,211",,
05/20/2020,Allegany,0,44,68,"1,279",,
05/21/2020,Allegany,0,44,47,"1,326",,
05/22/2020,Allegany,0,44,26,"1,352",,
05/23/2020,Allegany,0,44,33,"1,385",,
05/24/2020,Allegany,0,44,53,"1,438",,
05/25/2020,Allegany,0,44,28,"1,466",,
05/26/2020,Allegany,1,45,96,"1,562",,
05/27/2020,Allegany,0,45,98,"1,660",,
05/28/2020,Allegany,0,45,60,"1,720",,
05/29/2020,Allegany,0,45,64,"1,784",,
05/30/2020,Allegany,0,45,51,"1,835",,
05/31/2020,Allegany,3,48,100,"1,935",,
06/01/2020,Allegany,0,48,160,"2,095",,
06/02/2020,Allegany,1,49,181,"2,276",,
06/03/2020,Allegany,0,49,131,"2,407",,
06/04/2020,Allegany,2,51,154,"2,561",,
06/05/2020,Allegany,0,51,309,"2,870",,
06/06/2020,Allegany,0,51,98,"2,968",,
06/07/2020,Allegany,0,51,149,"3,117",,
06/08/2020,Allegany,0,51,220,"3,337",,
06/09/2020,Allegany,1,52,128,"3,465",,
06/10/2020,Allegany,1,53,137,"3,602",,
06/11/2020,Allegany,0,53,163,"3,765",,
06/12/2020,Allegany,1,54,144,"3,909",,
06/13/2020,Allegany,0,54,103,"4,012",,
06/14/2020,Allegany,1,55,65,"4,077",,
06/15/2020,Allegany,0,55,120,"4,197",,
06/16/2020,Allegany,0,55,134,"4,331",,
06/17/2020,Allegany,2,57,77,"4,408",,
06/18/2020,Allegany,1,58,220,"4,628",,
06/19/2020,Allegany,0,58,166,"4,794",,
06/20/2020,Allegany,0,58,66,"4,860",,
06/21/2020,Allegany,0,58,114,"4,974",,
06/22/2020,Allegany,0,58,142,"5,116",,
06/23/2020,Allegany,0,58,104,"5,220",,
06/24/2020,Allegany,0,58,131,"5,351",,
06/25/2020,Allegany,0,58,109,"5,460",,
06/26/2020,Allegany,0,58,55,"5,515",,
06/27/2020,Allegany,1,59,74,"5,589",,
06/28/2020,Allegany,0,59,157,"5,746",,
06/29/2020,Allegany,0,59,194,"5,940",,
06/30/2020,Allegany,2,61,78,"6,018",,
07/01/2020,Allegany,1,62,48,"6,066",,
07/02/2020,Allegany,1,63,105,"6,171",,
07/03/2020,Allegany,0,63,75,"6,246",,
07/04/2020,Allegany,0,63,97,"6,343",,
07/05/2020,Allegany,0,63,93,"6,436",,
07/06/2020,Allegany,0,63,87,"6,523",,
07/07/2020,Allegany,1,64,205,"6,728",,
07/08/2020,Allegany,0,64,91,"6,819",,
07/09/2020,Allegany,0,64,78,"6,897",,
07/10/2020,Allegany,2,66,106,"7,003",,
07/11/2020,Allegany,0,66,107,"7,110",,
07/12/2020,Allegany,0,66,88,"7,198",,
07/13/2020,Allegany,2,68,243,"7,441",,
07/14/2020,Allegany,1,69,97,"7,538",,
07/15/2020,Allegany,1,70,80,"7,618",,
07/16/2020,Allegany,1,71,72,"7,690",,
07/17/2020,Allegany,0,71,111,"7,801",,
07/18/2020,Allegany,0,71,78,"7,879",,
07/19/2020,Allegany,0,71,72,"7,951",,
07/20/2020,Allegany,1,72,97,"8,048",,
07/21/2020,Allegany,0,72,171,"8,219",,
07/22/2020,Allegany,0,72,130,"8,349",,
07/23/2020,Allegany,2,74,112,"8,461",,
07/24/2020,Allegany,0,74,138,"8,599",,
07/25/2020,Allegany,0,74,75,"8,674",,
07/26/2020,Allegany,0,74,58,"8,732",,
07/27/2020,Allegany,0,74,53,"8,785",,
07/28/2020,Allegany,0,74,212,"8,997",,
07/29/2020,Allegany,0,74,100,"9,097",,
07/30/2020,Allegany,0,74,65,"9,162",,
07/31/2020,Allegany,0,74,102,"9,264",,
08/01/2020,Allegany,0,74,118,"9,382",,
08/02/2020,Allegany,1,75,63,"9,445",,
08/03/2020,Allegany,0,75,153,"9,598",,
08/04/2020,Allegany,1,76,178,"9,776",,
08/05/2020,Allegany,2,78,118,"9,894",,
08/06/2020,Allegany,1,79,128,"10,022",,
08/07/2020,Allegany,0,79,110,"10,132",,
08/08/2020,Allegany,0,79,65,"10,197",,
08/09/2020,Allegany,1,80,71,"10,268",,
08/10/2020,Allegany,0,80,325,"10,593",,
08/11/2020,Allegany,0,80,95,"10,688",,
08/12/2020,Allegany,0,80,74,"10,762",,
08/13/2020,Allegany,0,80,90,"10,852",,
08/14/2020,Allegany,0,80,141,"10,993",,
08/15/2020,Allegany,0,80,118,"11,111",,
08/16/2020,Allegany,0,80,66,"11,177",,
08/17/2020,Allegany,0,80,169,"11,346",,
08/18/2020,Allegany,0,80,242,"11,588",,
08/19/2020,Allegany,1,81,94,"11,682",,
08/20/2020,Allegany,3,84,149,"11,831",,
08/21/2020,Allegany,0,84,145,"11,976",,
08/22/2020,Allegany,1,85,93,"12,069",,
08/23/2020,Allegany,0,85,47,"12,116",,
08/24/2020,Allegany,1,86,199,"12,315",,
08/25/2020,Allegany,0,86,258,"12,573",,
08/26/2020,Allegany,1,87,180,"12,753",,
08/27/2020,Allegany,0,87,236,"12,989",,
08/28/2020,Allegany,1,88,180,"13,169",,
08/29/2020,Allegany,1,89,149,"13,318",,
08/30/2020,Allegany,0,89,94,"13,412",,
08/31/2020,Allegany,0,89,355,"13,767",,
09/01/2020,Allegany,0,89,122,"13,889",,
09/02/2020,Allegany,1,90,253,"14,142",,
09/03/2020,Allegany,0,90,220,"14,362",,
09/04/2020,Allegany,2,92,126,"14,488",,
09/05/2020,Allegany,0,92,51,"14,539",,
09/06/2020,Allegany,0,92,102,"14,641",,
09/07/2020,Allegany,0,92,194,"14,835",,
09/08/2020,Allegany,0,92,156,"14,991",,
09/09/2020,Allegany,1,93,86,"15,077",,
09/10/2020,Allegany,0,93,230,"15,307",,
09/11/2020,Allegany,1,94,135,"15,442",,
09/12/2020,Allegany,0,94,51,"15,493",,
09/13/2020,Allegany,0,94,106,"15,599",,
09/14/2020,Allegany,0,94,121,"15,720",,
09/15/2020,Allegany,0,94,232,"15,952",,
09/16/2020,Allegany,0,94,86,"16,038",,
09/17/2020,Allegany,1,95,169,"16,207",,
09/18/2020,Allegany,1,96,115,"16,322",,
09/19/2020,Allegany,2,98,165,"16,487",,
09/20/2020,Allegany,1,99,145,"16,632",,
09/21/2020,Allegany,0,99,230,"16,862",,
09/22/2020,Allegany,0,99,135,"16,997",,
09/23/2020,Allegany,2,101,161,"17,158",,
09/24/2020,Allegany,2,103,129,"17,287",,
09/25/2020,Allegany,3,106,301,"17,588",,
09/26/2020,Allegany,0,106,137,"17,725",,
09/27/2020,Allegany,0,106,129,"17,854",,
09/28/2020,Allegany,2,108,170,"18,024",,
09/29/2020,Allegany,6,114,139,"18,163",,
09/30/2020,Allegany,5,119,140,"18,303",,
10/01/2020,Allegany,3,122,207,"18,510",,
10/02/2020,Allegany,2,124,435,"18,945",,
10/03/2020,Allegany,0,124,153,"19,098",,
10/04/2020,Allegany,1,125,67,"19,165",,
10/05/2020,Allegany,3,128,330,"19,495",,
10/06/2020,Allegany,2,130,314,"19,809",,
10/07/2020,Allegany,1,131,309,"20,118",,
10/08/2020,Allegany,10,141,203,"20,321",,
10/09/2020,Allegany,3,144,137,"20,458",,
10/10/2020,Allegany,6,150,266,"20,724",,
10/11/2020,Allegany,1,151,110,"20,834",,
10/12/2020,Allegany,5,156,434,"21,268",,
10/13/2020,Allegany,5,161,379,"21,647",,
10/14/2020,Allegany,15,176,355,"22,002",,
10/15/2020,Allegany,12,188,191,"22,193",,
10/16/2020,Allegany,12,200,342,"22,535",,
10/17/2020,Allegany,5,205,182,"22,717",,
10/18/2020,Allegany,7,212,120,"22,837",,
10/19/2020,Allegany,8,220,195,"23,032",,
10/20/2020,Allegany,4,224,627,"23,659",,
10/21/2020,Allegany,19,243,206,"23,865",,
10/22/2020,Allegany,21,264,485,"24,350",,
10/23/2020,Allegany,5,269,312,"24,662",,
10/24/2020,Allegany,2,271,128,"24,790",,
10/25/2020,Allegany,16,287,148,"24,938",,
10/26/2020,Allegany,2,289,136,"25,074",,
10/27/2020,Allegany,19,308,464,"25,538",,
10/28/2020,Allegany,6,314,591,"26,129",,
10/29/2020,Allegany,22,336,628,"26,757",,
10/30/2020,Allegany,5,341,256,"27,013",,
10/31/2020,Allegany,7,348,85,"27,098",,
11/01/2020,Allegany,16,364,358,"27,456",,
11/02/2020,Allegany,10,374,227,"27,683",,
11/03/2020,Allegany,5,379,477,"28,160",,
11/04/2020,Allegany,10,389,704,"28,864",,
11/05/2020,Allegany,25,414,245,"29,109",,
11/06/2020,Allegany,41,455,296,"29,405",,
11/07/2020,Allegany,14,469,187,"29,592",,
11/08/2020,Allegany,2,471,59,"29,651",,
11/09/2020,Allegany,13,484,263,"29,914",,
11/10/2020,Allegany,19,503,799,"30,713",,
11/11/2020,Allegany,40,543,715,"31,428",,
11/12/2020,Allegany,46,589,432,"31,860",,
11/13/2020,Allegany,39,628,272,"32,132",,
11/14/2020,Allegany,16,644,97,"32,229",,
11/15/2020,Allegany,6,650,125,"32,354",,
11/16/2020,Allegany,17,667,196,"32,550",,
11/17/2020,Allegany,25,692,302,"32,852",,
11/18/2020,Allegany,17,709,"1,511","34,363",,
11/19/2020,Allegany,49,758,"2,048","36,411",,
11/20/2020,Allegany,49,807,"1,098","37,509",,
11/21/2020,Allegany,39,846,505,"38,014",,
11/22/2020,Allegany,10,856,274,"38,288",,
11/23/2020,Allegany,13,869,290,"38,578",,
11/24/2020,Allegany,38,907,422,"39,000",,
11/25/2020,Allegany,23,930,389,"39,389",,
11/26/2020,Allegany,53,983,456,"39,845",,
11/27/2020,Allegany,14,997,150,"39,995",,
11/28/2020,Allegany,22,"1,019",397,"40,392",,
11/29/2020,Allegany,23,"1,042",328,"40,720",,
11/30/2020,Allegany,16,"1,058",197,"40,917",,
12/01/2020,Allegany,11,"1,069",338,"41,255",,
12/02/2020,Allegany,26,"1,095",298,"41,553",,
12/03/2020,Allegany,32,"1,127",344,"41,897",,
12/04/2020,Allegany,55,"1,182",376,"42,273",,
12/05/2020,Allegany,42,"1,224",401,"42,674",,
12/06/2020,Allegany,15,"1,239",132,"42,806",,
12/07/2020,Allegany,3,"1,242",94,"42,900",,
12/08/2020,Allegany,44,"1,286",737,"43,637",,
12/09/2020,Allegany,20,"1,306",343,"43,980",,
12/10/2020,Allegany,44,"1,350",342,"44,322",,
12/11/2020,Allegany,27,"1,377",338,"44,660",,
12/12/2020,Allegany,18,"1,395",154,"44,814",,
12/13/2020,Allegany,8,"1,403",113,"44,927",,
12/14/2020,Allegany,24,"1,427",166,"45,093",,
12/15/2020,Allegany,24,"1,451",535,"45,628",,
12/16/2020,Allegany,17,"1,468",240,"45,868",,
12/17/2020,Allegany,34,"1,502",398,"46,266",,
12/18/2020,Allegany,35,"1,537",411,"46,677",,
12/19/2020,Allegany,22,"1,559",221,"46,898",,
12/20/2020,Allegany,17,"1,576",128,"47,026",,
12/21/2020,Allegany,31,"1,607",264,"47,290",,
12/22/2020,Allegany,20,"1,627",246,"47,536",,
12/23/2020,Allegany,35,"1,662",372,"47,908",,
12/24/2020,Allegany,31,"1,693",288,"48,196",,
12/25/2020,Allegany,26,"1,719",201,"48,397",,
12/26/2020,Allegany,12,"1,731",231,"48,628",,
12/27/2020,Allegany,17,"1,748",114,"48,742",,
12/28/2020,Allegany,14,"1,762",149,"48,891",,
12/29/2020,Allegany,20,"1,782",158,"49,049",,
12/30/2020,Allegany,49,"1,831",432,"49,481",,
12/31/2020,Allegany,45,"1,876",279,"49,760",,
01/01/2021,Allegany,18,"1,894",255,"50,015",,
01/02/2021,Allegany,33,"1,927",253,"50,268",,
01/03/2021,Allegany,20,"1,947",169,"50,437",,
01/04/2021,Allegany,14,"1,961",152,"50,589",,
01/05/2021,Allegany,21,"1,982",257,"50,846",,
01/06/2021,Allegany,33,"2,015",270,"51,116",,
01/07/2021,Allegany,51,"2,066",372,"51,488",,
01/08/2021,Allegany,29,"2,095",209,"51,697",,
01/09/2021,Allegany,28,"2,123",226,"51,923",,
01/10/2021,Allegany,72,"2,195",472,"52,395",,
01/11/2021,Allegany,31,"2,226",426,"52,821",,
01/12/2021,Allegany,12,"2,238",280,"53,101",,
01/13/2021,Allegany,19,"2,257",225,"53,326",,
